year;month;day;hour;cod_unico;terminal_id;agent_name;entity;operation;service;transaction_type;channel;cant_trx;transaction_amount;ubigeo
2025;8;25;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;69.9;060901
2025;8;6;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;40.78;060901
2025;7;17;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;34.95;060901
2025;10;18;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;9;8;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;10;13;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;22.9;060901
2025;10;23;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;10;060901
2025;10;13;19;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;48.93;060901
2025;8;9;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;39.9;060901
2025;10;7;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;6;16;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.9;060901
2025;6;30;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;14.32;060901
2025;9;20;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;4.8;060901
2025;6;5;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;133.46;060901
2025;8;29;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;29.9;060901
2025;7;14;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;4.77;060901
2025;10;7;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;DIRECTV;Recaudo;App;1;116;060901
2025;9;12;12;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;10;060901
2025;5;4;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;34.9;060901
2025;9;17;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;25.9;060901
2025;10;23;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;42.9;060901
2025;8;25;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;10;17;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;28.3;060901
2025;7;12;13;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;4.77;060901
2025;7;7;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;41.75;060901
2025;5;11;9;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;2.86;060901
2025;9;22;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.9;060901
2025;6;26;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;37.6;060901
2025;5;16;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;2;79.85;060901
2025;10;22;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;31.9;060901
2025;9;26;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;85;060901
2025;5;19;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;20.84;060901
2025;8;7;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;20.9;060901
2025;7;12;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;2;19.1;060901
2025;6;4;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;9;13;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;32.83;060901
2025;8;22;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;2;124.64;060901
2025;5;15;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;2;81.8;060901
2025;6;6;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;35.9;060901
2025;10;17;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;39.9;060901
2025;5;19;18;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;4.77;060901
2025;6;9;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;4.77;060901
2025;8;24;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;5;060901
2025;6;7;12;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;29.65;060901
2025;5;22;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;41.28;060901
2025;6;19;19;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;3;9.35;060901
2025;9;20;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;218;060901
2025;9;26;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;115.07;060901
2025;7;12;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;29.9;060901
2025;5;25;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;34.95;060901
2025;8;6;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;10;060901
2025;6;8;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;179.23;060901
2025;5;14;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;228.65;060901
2025;10;8;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;75;060901
2025;9;2;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;74.9;060901
2025;9;22;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;6;20;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;30.84;060901
2025;6;8;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;DIRECTV;Recaudo;App;1;121;060901
2025;8;18;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;2;59.8;060901
2025;7;14;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;2;50.9;060901
2025;7;23;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;27.65;060901
2025;5;27;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.2;060901
2025;6;4;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;9;29;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.84;060901
2025;5;27;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;31.9;060901
2025;10;26;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;30.1;060901
2025;5;8;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;69.9;060901
2025;5;17;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;31.9;060901
2025;10;13;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;31.9;060901
2025;5;6;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;35.9;060901
2025;9;8;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.69;060901
2025;6;11;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;4.77;060901
2025;7;4;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;33.9;060901
2025;10;26;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;3;20;060901
2025;9;12;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;5;060901
2025;9;11;12;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;10;060901
2025;10;21;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;29.9;060901
2025;5;14;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;36.95;060901
2025;7;21;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;66;060901
2025;8;14;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;154.99;060901
2025;8;9;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;39.89;060901
2025;9;14;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;3;30;060901
2025;7;14;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;32.9;060901
2025;6;10;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;3;273.84;060901
2025;10;25;12;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;49.9;060901
2025;5;10;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;144.8;060901
2025;8;7;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;36.13;060901
2025;5;7;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;2;42.9;060901
2025;9;21;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;39.95;060901
2025;7;21;19;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;39.9;060901
2025;8;5;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;7;8;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.9;060901
2025;6;6;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;2.86;060901
2025;7;31;19;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;7;1;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;91.59;060901
2025;10;22;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;29.9;060901
2025;7;7;19;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;42.9;060901
2025;7;20;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;31.9;060901
2025;6;16;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;6;10;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;112.03;060901
2025;6;29;8;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;9.55;060901
2025;9;3;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;8;4;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.55;060901
2025;7;26;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;40.6;060901
2025;5;6;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;22.9;060901
2025;10;6;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL RECARGAS;Recaudo;App;1;20;060901
2025;9;12;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;49.22;060901
2025;8;23;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;45.9;060901
2025;7;5;13;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.9;060901
2025;7;14;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.95;060901
2025;10;17;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;2;105;060901
2025;5;1;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;28.7;060901
2025;6;12;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL RECARGAS;Recaudo;App;1;4.77;060901
2025;5;7;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;37.9;060901
2025;6;5;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;40.26;060901
2025;9;24;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;45.9;060901
2025;6;29;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;84.9;060901
2025;8;21;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;201.37;060901
2025;10;28;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;2;73.73;060901
2025;7;29;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;367.79;060901
2025;9;1;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;20.7;060901
2025;7;12;10;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;4.77;060901
2025;8;15;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;5;060901
2025;6;23;11;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;4.77;060901
2025;10;7;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;48;060901
2025;10;28;10;218111;21811201;ZAPATERIA OZIEL;Globokas;interoperabilidad;PAGAYA;Recaudo;App;1;302;060901
2025;9;12;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;104.39;060901
2025;9;22;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;2;70.74;060901
2025;7;7;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.9;060901
2025;8;22;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;42.9;060901
2025;9;8;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.85;060901
2025;7;31;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL RECARGAS;Recaudo;App;1;4.77;060901
2025;8;25;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;2;60.46;060901
2025;6;25;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;57.9;060901
2025;6;22;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;35.9;060901
2025;8;4;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;DIRECTV;Recaudo;App;1;21;060901
2025;10;25;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;34.95;060901
2025;9;19;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;5;060901
2025;7;26;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;126.9;060901
2025;8;30;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;69.9;060901
2025;9;26;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL RECARGAS;Recaudo;App;1;5;060901
2025;5;15;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;4.77;060901
2025;8;21;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;150.9;060901
2025;9;22;17;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;70;060901
2025;7;23;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;139.62;060901
2025;10;28;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;33.1;060901
2025;6;24;8;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;4.77;060901
2025;10;9;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;5;060901
2025;10;13;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;10;060901
2025;9;12;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL;Recaudo;App;1;117.51;060901
2025;7;30;16;218111;21811201;ZAPATERIA OZIEL;Banbif;Pago de Recaudo;MOVISTAR RECARGAS;Recaudo;App;1;9.55;060901
2025;9;26;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;39.9;060901
2025;6;5;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;26.4;060901
2025;9;1;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;249.3;060901
2025;5;20;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;ENTEL RECARGAS;Recaudo;App;1;4.77;060901
2025;5;9;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;10;23;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;262.02;060901
2025;5;21;12;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;116.58;060901
2025;8;7;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;6;16;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;35.9;060901
2025;8;4;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;108.82;060901
2025;10;23;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO RECARGAS;Recaudo;App;1;5;060901
2025;5;17;8;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;4.77;060901
2025;5;14;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.23;060901
2025;6;24;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;83.75;060901
2025;10;1;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;2;197.19;060901
2025;7;5;11;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;39.9;060901
2025;6;13;14;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;3;147.64;060901
2025;9;25;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;29.9;060901
2025;8;9;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;10;27;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL RECARGAS;Recaudo;App;1;5;060901
2025;7;9;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;78.75;060901
2025;9;25;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.67;060901
2025;9;26;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;CLARO;Recaudo;App;1;135;060901
2025;8;22;18;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;DIRECTV;Recaudo;App;1;126;060901
2025;5;6;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;29.9;060901
2025;7;10;16;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;DIRECTV;Recaudo;App;1;223;060901
2025;7;19;15;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;50;060901
2025;7;19;10;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;TELEFONICA;Recaudo;App;1;30.05;060901
2025;6;14;9;218111;21811201;ZAPATERIA OZIEL;Globokas;Pago de Recaudo;BITEL;Recaudo;App;1;30.9;060901
